"Format","MoTeC CSV File",,,"Workbook","LMP3"
"Venue","BAR",,,"Worksheet","KPIs"
"Vehicle","LPM3",,,"Vehicle Desc",""
"Driver","ChassisSim",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","28/02/2021",,,"Origin Time","0.400","s"
"Log Time","14:37:00",,,"Start Time","0.400","s"
"Sample Rate","50.000","Hz",,"End Time","101.020","s"
"Duration","100.620","s",,"Start Distance","26","m"
"Range","Lap 1",,,"End Distance","4530","m"
"Beacon Markers","00.000  "


"Time","Engine RPM","G Force Lat","G Force Long","Steered Angle","Throttle Pos","Combined Acceleration","ROLL_SPEED_F","ROLL_SPEED_R","ROLL_ratio","Damper Pos FL","Damper Pos FR","Damper Pos RL","Damper Pos RR","Corr Speed"
"s","rpm","G","G","deg","%","","","","","mm","mm","mm","mm","km/h"


"4.120","6370.00","-0.03","0.01","-0.20","100.70","0.03","-7.67","-3.64","-0.31","8.83","9.10","26.47","25.49","251.3"
"4.140","6371.00","0.00","0.20","-0.23","100.60","0.20","-2.36","-4.68","-0.40","8.79","9.10","26.56","25.67","248.6"
"4.160","6372.00","-0.07","-0.02","-0.23","100.60","0.07","53.69","-3.12","0.82","9.35","8.75","27.01","26.18","250.9"
"4.180","6377.00","-0.14","0.11","-0.20","100.70","0.18","-12.39","0.52","0.53","8.86","8.47","27.25","26.41","250.4"
"4.200","6373.00","-0.09","0.10","-0.20","100.60","0.13","-2.95","5.72","0.41","8.69","8.35","27.25","26.30","249.0"
"4.220","6381.00","0.01","-0.02","-0.21","100.50","0.02","-21.83","2.08","-0.03","8.41","8.44","26.93","25.94","251.8"
"4.240","6381.00","0.00","0.21","-0.21","100.50","0.21","9.44","-18.72","0.23","8.72","8.59","26.48","25.85","249.9"
"4.260","6383.00","0.05","0.06","-0.20","100.50","0.08","-2.95","-9.88","0.21","8.90","8.82","25.91","25.47","251.3"
"4.280","6394.00","0.03","0.08","-0.21","100.60","0.09","-13.57","-5.72","-0.52","8.74","8.89","25.86","25.53","251.3"
"4.300","6381.00","0.02","0.18","-0.21","100.60","0.18","-15.34","1.56","-1.29","8.64","9.05","25.86","25.50","249.5"
"4.320","6385.00","-0.04","0.10","-0.20","100.60","0.11","0.00","9.36","-0.86","8.62","9.03","26.27","25.73","252.3"
"4.340","6401.00","-0.05","0.18","-0.21","100.60","0.19","35.40","2.60","0.37","9.06","8.87","26.59","26.00","249.9"
"4.360","6385.00","0.02","0.02","-0.20","100.60","0.03","-10.03","0.52","0.04","8.95","8.93","27.10","26.50","250.0"
"4.380","6388.00","0.11","0.03","-0.20","100.60","0.11","16.52","13.52","0.40","9.21","8.91","27.34","26.48","251.3"
"4.400","6401.00","0.06","0.21","-0.21","100.50","0.22","-14.75","-0.00","0.07","8.85","8.80","27.34","26.48","249.5"
"4.420","6398.00","0.06","0.00","-0.21","100.50","0.06","3.54","-12.48","0.20","8.90","8.79","26.45","25.83","252.3"
"4.440","6390.00","0.10","0.19","-0.20","100.60","0.21","-17.70","-0.00","-0.35","8.74","8.93","26.45","25.83","250.4"
"4.460","6416.00","-0.02","0.13","-0.23","100.60","0.13","2.36","7.80","-0.22","8.79","8.94","25.55","24.78","250.9"
"4.480","6412.00","-0.03","0.05","-0.21","100.50","0.06","-9.44","-5.20","-0.52","8.81","9.12","25.55","24.88","252.7"
"4.500","6395.00","-0.04","0.19","-0.20","100.70","0.19","2.36","1.56","-0.44","8.92","9.19","25.89","25.19","250.9"
"4.520","6404.00","-0.01","0.11","-0.20","100.60","0.11","2.95","-2.08","-0.38","8.65","8.87","26.93","26.27","251.8"
"4.540","6406.00","-0.05","0.14","-0.21","100.60","0.15","23.60","4.68","0.27","9.04","8.86","27.35","26.60","251.8"
"4.560","6411.00","0.00","0.10","-0.21","100.60","0.10","-5.31","10.92","0.11","8.93","8.84","27.56","26.60","252.7"
"4.580","6407.00","0.04","0.02","-0.20","100.50","0.04","-7.08","-17.16","-0.05","8.81","8.84","27.20","26.57","252.7"
"4.600","6416.00","0.08","0.14","-0.20","100.60","0.16","-18.29","14.56","-0.42","8.62","8.96","27.01","26.10","250.4"
"4.620","6426.00","0.02","0.07","-0.21","100.70","0.07","-4.13","5.20","-0.46","8.74","9.15","25.97","24.96","251.8"
"4.640","6412.00","-0.05","0.16","-0.21","100.60","0.17","-6.49","-5.20","-0.65","8.65","9.17","25.52","24.61","252.3"
"4.660","6426.00","0.03","0.21","-0.21","100.60","0.21","5.31","-4.68","-0.59","8.74","9.17","25.58","24.76","250.9"
"4.680","6428.00","0.03","0.02","-0.20","100.60","0.04","-1.77","21.32","-0.42","8.76","9.22","26.30","25.07","253.7"
"4.700","6411.00","0.06","0.24","-0.20","100.70","0.25","26.55","-19.24","-0.01","8.95","8.96","26.30","25.44","251.3"
"4.720","6422.00","0.05","0.08","-0.21","100.60","0.09","46.02","8.32","0.86","9.49","8.72","27.44","26.42","252.7"
"4.740","6433.00","0.14","0.08","-0.21","100.60","0.16","-32.45","-4.16","0.27","8.85","8.63","27.56","26.62","253.2"
"4.760","6430.00","0.05","0.10","-0.20","100.60","0.11","1.18","5.20","0.26","9.04","8.80","27.67","26.63","253.2"
"4.780","6425.00","0.04","0.05","-0.21","100.70","0.06","-21.83","6.24","-0.13","8.99","9.12","27.32","26.16","253.7"
"4.800","6432.00","0.00","0.08","-0.23","100.60","0.08","1.77","-13.00","-0.12","9.11","9.21","27.07","26.16","251.3"
"4.820","6434.00","-0.01","-0.05","-0.23","100.50","0.05","-7.08","25.48","-0.18","8.95","9.17","26.98","25.58","252.7"
"4.840","6434.00","-0.08","0.11","-0.20","100.60","0.14","28.91","-0.00","0.22","9.28","9.01","26.98","25.58","252.3"
"4.860","6435.00","0.04","0.19","-0.21","100.50","0.19","-12.98","-6.76","0.04","8.78","8.73","27.04","25.77","251.3"
"4.880","6439.00","0.07","0.14","-0.21","100.60","0.16","41.30","6.24","0.61","9.06","8.31","27.16","25.77","254.2"
"4.900","6439.00","0.03","0.16","-0.21","100.60","0.16","-15.93","-4.16","0.42","8.81","8.33","27.26","25.95","253.2"
"4.920","6439.00","-0.01","0.10","-0.21","100.50","0.10","-20.65","-2.60","0.12","8.72","8.59","27.38","26.12","252.7"
"4.940","6444.00","-0.03","0.11","-0.21","100.60","0.11","-15.34","2.60","-0.11","8.71","8.84","27.55","26.24","254.6"
"4.960","6451.00","-0.12","0.11","-0.21","100.60","0.16","-7.08","2.08","-0.21","8.83","9.08","27.68","26.33","252.3"
"4.980","6441.00","-0.14","0.08","-0.21","100.50","0.16","12.98","-2.08","-0.03","9.04","9.07","27.56","26.25","254.2"
"5.000","6448.00","-0.16","0.03","-0.21","100.50","0.16","-1.77","2.08","-0.05","8.92","8.98","27.62","26.27","252.7"
"5.020","6451.00","-0.17","0.08","-0.21","100.60","0.19","2.95","-2.08","-0.01","8.92","8.93","27.52","26.21","252.7"
"5.040","6450.00","-0.20","0.11","-0.21","100.50","0.23","31.27","-1.56","0.46","9.20","8.68","27.43","26.15","253.2"
"5.060","6454.00","-0.19","0.11","-0.21","100.50","0.22","32.45","-6.76","1.06","9.58","8.51","27.31","26.16","251.8"
"5.080","6455.00","-0.17","0.14","-0.21","100.60","0.22","-11.21","1.56","0.85","9.44","8.56","27.16","25.98","254.6"
"5.100","6457.00","-0.20","0.19","-0.20","100.50","0.28","-15.34","-0.00","0.60","9.30","8.68","27.16","25.98","253.7"
"5.120","6461.00","-0.13","0.11","-0.23","100.50","0.17","-23.60","6.76","0.19","8.95","8.73","27.14","25.83","254.2"
"5.140","6462.00","-0.08","0.11","-0.23","100.50","0.14","-1.18","-1.04","0.18","9.07","8.87","27.14","25.85","255.1"
"5.160","6467.00","-0.14","0.00","-0.20","100.60","0.14","-7.08","1.04","0.07","9.06","8.98","27.40","26.09","252.7"
"5.180","6459.00","-0.23","0.11","-0.20","100.60","0.25","-8.26","-1.56","-0.05","8.92","8.98","27.55","26.27","255.6"
"5.200","6464.00","-0.11","-0.02","-0.23","100.60","0.11","2.36","-3.12","-0.02","8.92","8.94","27.55","26.33","253.2"
"5.220","6472.00","-0.04","0.13","-0.23","100.50","0.14","12.98","6.24","0.17","9.18","8.98","27.59","26.25","254.2"
"5.240","6474.00","0.05","0.14","-0.20","100.50","0.15","5.31","-0.52","0.25","9.18","8.89","27.58","26.25","253.7"
"5.260","6468.00","0.10","0.03","-0.21","100.60","0.10","15.34","1.04","0.46","9.46","8.91","27.50","26.15","254.6"
"5.280","6480.00","0.07","0.19","-0.21","100.60","0.20","-33.04","9.36","-0.01","8.92","8.93","27.50","25.97","255.6"
"5.300","6473.00","0.07","0.11","-0.21","100.60","0.13","8.26","-12.48","0.11","9.00","8.87","27.38","26.09","253.2"
"5.320","6469.00","0.01","0.14","-0.21","100.50","0.14","37.17","-5.20","0.72","9.62","8.86","27.37","26.18","255.1"
"5.340","6474.00","-0.11","0.06","-0.21","100.60","0.13","33.04","3.12","1.20","10.18","8.86","27.49","26.24","255.6"
"5.360","6483.00","-0.10","0.08","-0.21","100.50","0.13","-2.95","-6.76","1.29","10.18","8.91","27.56","26.44","253.2"
"5.380","6483.00","-0.05","0.16","-0.21","100.50","0.17","-37.17","2.60","0.62","9.55","8.91","27.56","26.39","256.1"
"5.400","6482.00","-0.02","-0.03","-0.21","100.60","0.04","-28.91","0.52","0.14","9.09","8.94","27.65","26.47","253.2"
"5.420","6488.00","-0.01","0.16","-0.21","100.50","0.16","-7.67","-0.00","0.02","9.07","9.05","27.59","26.41","254.6"
"5.440","6489.00","0.00","0.06","-0.21","100.60","0.06","2.36","1.56","0.06","9.14","9.08","27.59","26.38","254.2"
"5.460","6488.00","0.00","0.03","-0.23","100.60","0.03","-10.62","-0.52","-0.11","8.88","9.00","27.44","26.24","254.6"
"5.480","6491.00","0.00","0.19","-0.23","100.60","0.19","-1.18","4.16","-0.12","9.00","9.14","27.38","26.10","256.6"
"5.500","6492.00","-0.10","0.05","-0.21","100.60","0.11","47.20","5.72","0.54","9.76","9.10","27.37","25.98","253.2"
"5.520","6498.00","-0.10","0.06","-0.23","100.50","0.12","8.26","1.56","0.64","9.69","8.89","27.52","26.10","256.1"
"5.540","6498.00","0.00","0.03","-0.23","100.60","0.03","4.13","-0.00","0.70","9.71","8.84","27.52","26.10","255.1"
"5.560","6489.00","0.06","0.11","-0.20","100.60","0.13","-13.57","-2.08","0.53","9.53","8.89","27.62","26.24","254.2"
"5.580","6495.00","0.07","0.14","-0.20","100.60","0.16","-38.35","-4.16","-0.01","8.99","9.00","27.64","26.34","255.6"
"5.600","6509.00","0.09","-0.06","-0.23","100.60","0.11","-4.13","-0.00","-0.07","9.02","9.10","27.81","26.51","255.1"
"5.620","6500.00","0.01","0.22","-0.23","100.60","0.22","0.00","1.56","-0.07","9.20","9.28","27.96","26.63","257.0"
"5.640","6502.00","0.02","0.00","-0.21","100.70","0.02","-0.00","-5.72","-0.07","9.18","9.26","27.97","26.75","254.6"
"5.660","6507.00","-0.05","0.16","-0.21","100.60","0.17","31.27","-11.44","0.51","9.55","9.10","27.77","26.77","255.6"
"5.680","6516.00","-0.07","0.11","-0.23","100.60","0.13","-24.78","-0.00","0.03","9.11","9.08","27.77","26.77","256.6"
"5.700","6506.00","-0.05","0.05","-0.23","100.60","0.07","8.26","13.52","0.15","9.20","9.03","27.64","26.38","253.7"
"5.720","6506.00","0.04","0.22","-0.21","100.60","0.22","10.03","-0.00","0.31","9.42","9.08","27.64","26.38","257.5"
"5.740","6519.00","-0.11","-0.06","-0.23","100.50","0.13","-15.34","-7.80","0.08","9.18","9.10","27.38","26.27","254.6"
"5.760","6519.00","-0.16","0.27","-0.23","100.50","0.31","-1.18","-3.12","0.06","9.23","9.17","27.44","26.39","255.6"
"5.780","6515.00","-0.15","0.08","-0.21","100.60","0.17","5.31","3.64","0.15","9.30","9.15","27.56","26.44","256.1"
"5.800","6516.00","-0.14","0.06","-0.21","100.60","0.15","8.85","-1.04","0.31","9.44","9.14","27.76","26.66","255.1"
"5.820","6515.00","-0.16","0.19","-0.23","100.60","0.25","-15.93","2.60","0.03","9.25","9.22","27.87","26.72","257.5"
"5.840","6517.00","-0.11","-0.03","-0.23","100.60","0.11","0.59","9.88","0.03","9.30","9.26","28.21","26.87","254.6"
"5.860","6528.00","0.01","0.19","-0.23","100.60","0.19","13.57","3.12","0.22","9.42","9.15","28.27","26.87","257.0"
"5.880","6527.00","0.02","-0.05","-0.23","100.60","0.05","0.00","-10.40","0.26","9.35","9.08","28.18","26.98","256.1"
"5.900","6523.00","-0.03","0.16","-0.21","100.60","0.16","-4.13","13.52","0.16","9.39","9.19","28.18","26.72","256.1"
"5.920","6529.00","-0.04","0.16","-0.23","100.60","0.16","9.44","-10.92","0.33","9.48","9.12","27.94","26.69","256.6"
"5.940","6532.00","-0.05","-0.06","-0.23","100.60","0.08","7.08","5.72","0.40","9.58","9.10","27.77","26.41","255.1"
"5.960","6531.00","-0.07","0.27","-0.21","100.50","0.28","2.36","8.32","0.39","9.62","9.10","27.91","26.39","258.5"
"5.980","6524.00","-0.08","-0.11","-0.21","100.40","0.14","-13.57","-6.76","0.24","9.39","9.10","27.77","26.38","255.6"
"6.000","6538.00","0.00","0.22","-0.23","100.50","0.22","4.72","-4.16","0.32","9.42","9.05","27.61","26.30","258.0"
"6.020","6532.00","0.01","0.00","-0.23","100.50","0.01","2.36","-1.56","0.36","9.60","9.19","27.79","26.51","257.5"
"6.040","6534.00","0.03","0.08","-0.21","100.50","0.09","-12.98","-2.08","0.17","9.48","9.29","27.84","26.60","256.1"
"6.060","6544.00","-0.06","0.19","-0.21","100.60","0.20","-5.31","3.64","0.09","9.39","9.29","27.99","26.68","257.5"
"6.080","6542.00","-0.04","-0.05","-0.23","100.50","0.06","5.90","-1.56","0.18","9.39","9.19","28.12","26.84","255.1"
"6.100","6533.00","-0.04","0.25","-0.23","100.50","0.25","-0.00","-4.16","0.19","9.28","9.08","28.09","26.89","258.5"
"6.120","6550.00","-0.06","-0.05","-0.21","100.50","0.08","0.00","2.60","0.18","9.30","9.10","28.06","26.81","256.1"
"6.140","6545.00","-0.08","0.16","-0.23","100.50","0.18","2.36","5.72","0.20","9.27","9.03","28.14","26.78","257.5"
"6.160","6546.00","0.04","0.08","-0.23","100.40","0.09","12.98","-3.12","0.40","9.58","9.12","27.84","26.54","258.5"
"6.180","6551.00","0.01","0.02","-0.21","100.50","0.02","-13.57","2.60","0.19","9.49","9.26","27.82","26.47","255.6"
"6.200","6550.00","-0.08","0.25","-0.21","100.50","0.26","-14.16","-1.56","-0.01","9.30","9.31","27.82","26.50","258.5"
"6.220","6556.00","-0.09","-0.11","-0.23","100.50","0.14","-1.18","2.60","-0.02","9.35","9.38","27.99","26.62","255.6"
"6.240","6547.00","-0.05","0.22","-0.23","100.60","0.23","-1.18","2.08","-0.04","9.30","9.35","28.18","26.77","258.5"
"6.260","6544.00","-0.16","-0.06","-0.21","100.60","0.17","34.22","-3.64","0.45","9.67","9.14","28.39","27.05","255.6"
"6.280","6560.00","-0.23","0.08","-0.21","100.70","0.24","-11.21","1.04","0.28","9.39","9.05","28.38","27.02","257.5"
"6.300","6559.00","-0.14","0.08","-0.23","100.60","0.16","-6.49","6.24","0.18","9.35","9.12","28.20","26.72","258.5"
"6.320","6552.00","-0.12","0.00","-0.23","100.50","0.12","-0.59","-16.64","0.22","9.39","9.17","27.76","26.60","256.6"
"6.340","6554.00","-0.21","0.25","-0.21","100.50","0.33","-10.62","12.48","0.03","9.37","9.33","27.70","26.30","259.0"
"6.360","6576.00","-0.13","-0.08","-0.23","100.50","0.15","-5.90","-17.68","-0.06","9.62","9.68","27.65","26.59","256.1"
"6.380","6566.00","0.01","0.22","-0.21","100.60","0.22","7.08","-0.00","0.06","9.74","9.68","27.65","26.59","259.0"
"6.400","6563.00","-0.05","0.00","-0.21","100.70","0.05","8.85","3.12","0.21","9.64","9.43","28.50","27.38","257.5"
"6.420","6566.00","-0.07","0.08","-0.21","100.60","0.11","31.27","-1.04","0.76","9.88","9.14","28.81","27.71","257.0"
"6.440","6562.00","0.02","0.14","-0.21","100.70","0.14","-12.39","2.08","0.53","9.67","9.14","29.01","27.87","259.5"
"6.460","6568.00","0.00","0.03","-0.21","100.60","0.03","-27.14","9.88","0.06","9.42","9.35","28.83","27.50","256.6"
"6.480","6573.00","-0.06","0.22","-0.21","100.60","0.23","-0.00","-3.64","0.06","9.42","9.35","27.73","26.47","259.5"
"6.500","6577.00","-0.05","-0.08","-0.21","100.70","0.09","-8.85","1.56","-0.07","9.65","9.73","27.20","25.91","257.0"
"6.520","6579.00","-0.01","0.28","-0.21","100.60","0.28","5.31","-4.16","0.01","9.74","9.73","27.07","25.86","259.0"
"6.540","6578.00","-0.03","0.03","-0.21","100.50","0.04","12.98","-5.72","0.24","9.72","9.49","27.28","26.18","257.5"
"6.560","6583.00","-0.03","0.11","-0.21","100.60","0.11","32.45","3.64","0.76","9.93","9.15","27.50","26.33","257.5"
"6.580","6570.00","-0.07","0.11","-0.21","100.50","0.13","-23.01","-1.04","0.38","9.53","9.14","28.05","26.90","259.5"
"6.600","6584.00","0.01","0.06","-0.21","100.50","0.06","-17.70","-5.72","0.10","9.30","9.21","28.23","27.19","257.0"
"6.620","6570.00","-0.01","0.25","-0.21","100.50","0.25","-7.08","-4.16","-0.04","9.30","9.33","28.42","27.46","260.0"
"6.640","6580.00","-0.03","-0.06","-0.21","100.60","0.07","28.32","4.16","0.49","10.25","9.80","28.50","27.46","257.5"
"6.660","6593.00","-0.04","0.14","-0.21","100.70","0.15","-0.00","-9.36","0.59","10.25","9.80","28.45","27.59","260.0"
"6.680","6581.00","-0.01","0.03","-0.21","100.60","0.03","40.12","-4.68","1.67","10.81","9.68","28.41","27.64","258.0"
"6.700","6588.00","-0.09","0.08","-0.21","100.60","0.12","29.50","8.32","1.99","10.56","8.93","28.69","27.76","259.0"
"6.720","6593.00","0.00","0.11","-0.21","100.40","0.11","8.85","2.60","2.06","9.71","7.93","28.59","27.61","259.5"
"6.740","6596.00","0.01","0.03","-0.21","100.40","0.03","-46.61","18.72","0.84","8.85","7.86","28.11","26.77","257.0"
"6.760","6596.00","0.01","0.11","-0.23","100.30","0.11","-28.32","9.88","0.38","8.39","7.88","26.34","24.81","260.5"
"6.780","6595.00","0.02","0.00","-0.23","100.30","0.02","7.08","-7.28","0.51","9.21","8.58","25.46","24.07","258.0"
"6.800","6594.00","0.03","0.20","-0.21","100.40","0.20","-25.37","6.76","0.15","9.39","9.19","25.50","23.98","260.5"
"6.820","6599.00","-0.04","0.03","-0.21","100.50","0.05","-6.49","4.16","0.06","9.88","9.79","26.18","24.58","258.5"
"6.840","6591.00","-0.06","0.11","-0.23","100.60","0.13","-19.47","-35.36","-0.30","9.58","9.82","28.35","27.43","260.0"
"6.860","6603.00","0.03","0.08","-0.23","100.60","0.09","46.61","9.36","0.57","9.93","9.38","29.27","28.17","260.5"
"6.880","6601.00","0.03","0.06","-0.21","100.60","0.07","43.66","2.08","1.28","10.30","9.01","29.88","28.74","258.0"
"6.900","6592.00","0.02","0.14","-0.20","100.50","0.14","14.16","2.60","1.46","10.16","8.63","29.84","28.65","260.0"
"6.920","6613.00","0.05","0.00","-0.23","100.40","0.05","-24.78","-48.36","4.84","9.72","8.61","27.94","27.68","257.5"
"6.940","6618.00","0.01","0.17","-0.21","100.30","0.17","-43.07","85.28","0.23","9.13","8.75","26.53","24.63","261.0"
"6.960","6619.00","-0.07","-0.03","-0.20","100.40","0.08","0.59","-13.52","0.27","9.74","9.35","24.27","22.63","258.5"
"6.980","6608.00","0.02","0.11","-0.23","100.50","0.11","-0.59","-5.20","0.28","9.99","9.61","22.30","20.76","260.0"
"7.000","6620.00","0.09","0.08","-0.23","100.60","0.12","-25.96","-1.04","-0.04","9.67","9.73","22.93","21.41","259.0"
"7.020","6607.00","0.12","0.11","-0.21","100.50","0.16","43.66","-38.48","0.99","10.27","9.59","27.19","26.41","259.0"
"7.040","6608.00","0.19","0.11","-0.21","100.40","0.22","10.03","34.32","0.67","9.85","9.00","29.64","28.20","261.0"
"7.060","6603.00","0.21","-0.03","-0.23","100.40","0.21","12.39","-3.64","0.88","9.83","8.77","30.20","28.83","258.0"
"7.080","6612.00","0.11","0.08","-0.23","100.40","0.14","-31.86","1.56","0.42","9.32","8.80","30.21","28.81","261.5"
"7.100","6618.00","0.02","0.00","-0.21","100.50","0.02","0.59","11.96","0.37","9.60","9.07","28.92","27.29","258.5"
"7.120","6631.00","0.08","0.06","-0.23","100.50","0.10","3.54","17.16","0.34","10.04","9.45","28.21","26.25","261.0"
"7.140","6630.00","0.07","0.03","-0.23","100.50","0.08","-6.49","-4.68","0.29","10.35","9.87","26.83","24.96","260.0"
"7.160","6624.00","0.08","0.08","-0.21","100.60","0.11","-17.70","-32.76","0.16","10.07","9.89","25.25","24.01","260.0"
"7.180","6631.00","0.17","0.11","-0.21","100.50","0.20","59.00","3.64","1.02","10.44","9.26","25.52","24.21","261.0"
"7.200","6616.00","0.27","0.06","-0.21","100.40","0.28","9.44","-6.76","1.29","10.09","8.75","26.83","25.65","258.5"
"7.220","6614.00","0.10","0.08","-0.21","100.40","0.13","-22.42","13.00","0.76","8.85","7.89","28.02","26.59","261.5"
"7.240","6621.00","0.11","0.08","-0.21","100.30","0.14","-3.54","12.48","0.61","8.83","7.93","28.84","27.17","258.5"
"7.260","6611.00","0.12","0.14","-0.21","100.30","0.18","-5.90","2.60","0.53","8.97","8.17","28.89","27.17","262.5"
"7.280","6626.00","-0.04","0.03","-0.21","100.50","0.05","-29.50","-4.16","0.21","10.00","9.70","28.59","26.95","260.0"
"7.300","6635.00","0.06","0.06","-0.21","100.70","0.08","6.49","-3.12","0.29","10.25","9.84","28.50","26.92","260.0"
"7.320","6627.00","0.15","0.06","-0.21","100.70","0.16","-5.31","-9.36","0.26","10.37","10.05","28.60","27.20","260.0"
"7.340","6625.00","0.11","0.08","-0.21","100.60","0.14","17.70","1.56","0.49","10.53","9.91","28.80","27.37","260.0"
"7.360","6639.00","0.05","0.06","-0.21","100.50","0.08","14.75","-4.68","0.74","10.09","9.22","28.98","27.64","261.5"
"7.380","6629.00","0.19","0.11","-0.21","100.50","0.22","24.78","2.60","1.05","10.11","8.82","29.13","27.74","258.5"
"7.400","6624.00","0.00","0.03","-0.21","100.30","0.03","-24.78","12.48","0.61","9.64","8.77","29.10","27.47","261.5"
"7.420","6639.00","-0.08","0.08","-0.23","100.30","0.11","-38.35","-6.24","0.17","9.13","8.91","28.41","26.90","259.5"
"7.440","6645.00","-0.02","0.03","-0.23","100.50","0.04","16.52","-1.04","0.38","10.04","9.54","28.05","26.56","262.0"
"7.460","6641.00","-0.05","0.11","-0.21","100.50","0.12","-10.62","1.04","0.24","10.11","9.79","28.05","26.54","260.0"
"7.480","6642.00","-0.05","0.08","-0.23","100.50","0.09","-18.29","-3.12","0.01","9.97","9.96","28.26","26.81","261.5"
"7.500","6639.00","0.06","0.06","-0.23","100.60","0.08","21.83","-10.40","0.34","10.25","9.87","28.98","27.73","261.5"
"7.520","6645.00","0.09","-0.03","-0.23","100.40","0.09","27.73","-0.00","0.77","10.35","9.50","29.36","28.11","259.5"
