"Format","MoTeC CSV File",,,"Workbook","LMP3"
"Venue","BAR",,,"Worksheet","KPIs"
"Vehicle","LPM3",,,"Vehicle Desc",""
"Driver","ChassisSim",,,"Engine ID",""
"Device","ADL"
"Comment","",,,"Session",""
"Log Date","28/02/2021",,,"Origin Time","0.400","s"
"Log Time","14:37:00",,,"Start Time","0.400","s"
"Sample Rate","50.000","Hz",,"End Time","101.020","s"
"Duration","100.620","s",,"Start Distance","26","m"
"Range","Lap 1",,,"End Distance","4530","m"
"Beacon Markers","00.000  "


"Time","Engine RPM","G Force Lat","G Force Long","Steered Angle","Throttle Pos","Combined Acceleration","ROLL_SPEED_F","ROLL_SPEED_R","ROLL_ratio","Damper Pos FL","Damper Pos FR","Damper Pos RL","Damper Pos RR","Corr Speed"
"s","rpm","G","G","deg","%","","","","","mm","mm","mm","mm","km/h"


"56.140","5922.00","1.93","-0.29","-3.53","30.70","1.95","-13.57","18.72","0.20","7.23","1.90","28.87","-1.23","173.1"
"56.160","5928.00","1.88","-0.25","-3.56","32.20","1.90","112.10","-55.64","0.28","6.92","-0.31","27.84","-1.19","172.7"
"56.180","5917.00","1.89","-0.24","-3.58","31.90","1.91","11.21","-191.88","0.33","6.87","-0.55","23.23","-2.11","172.3"
"56.200","5897.00","1.89","-0.20","-3.50","30.90","1.90","-46.61","-159.12","0.34","6.34","-0.29","20.20","-2.08","172.7"
"56.220","5942.00","1.97","-0.23","-3.41","31.50","1.98","-83.78","-166.40","0.31","6.06","0.85","14.93","-4.15","172.5"
"56.240","5943.00","2.03","-0.23","-3.40","35.00","2.04","-53.69","246.48","0.20","5.99","1.69","13.93","-9.89","173.3"
"56.260","5884.00","2.11","-0.24","-3.40","38.30","2.12","75.52","-2.60","0.27","7.22","1.64","13.94","-9.83","172.7"
"56.280","5868.00","2.07","-0.25","-3.41","38.40","2.09","28.91","35.36","0.28","7.43","1.36","15.79","-8.66","172.9"
"56.300","5903.00","2.16","-0.23","-3.40","37.30","2.17","92.04","87.88","0.33","8.08","0.45","18.46","-7.68","172.0"
"56.320","5936.00","2.21","-0.23","-3.43","36.60","2.22","44.25","110.24","0.34","8.72","0.34","21.26","-7.00","172.0"
"56.340","5952.00","2.27","-0.16","-3.47","36.80","2.28","11.80","-6.76","0.35","8.90","0.32","21.60","-6.53","171.6"
"56.360","5902.00","2.26","-0.17","-3.62","37.60","2.27","-43.66","-71.76","0.33","7.60","-0.24","21.50","-5.25","171.6"
"56.380","5858.00","2.32","-0.14","-3.67","37.50","2.32","-61.36","-85.28","0.31","6.32","-0.48","20.82","-4.29","171.6"
"56.400","5904.00","2.28","-0.14","-3.62","37.30","2.28","1.77","-168.48","0.35","6.38","-0.45","19.24","-2.63","172.0"
"56.420","5978.00","2.14","-0.15","-3.50","38.90","2.15","-18.88","67.60","0.32","6.73","0.22","19.03","-4.14","172.0"
"56.440","5980.00","2.02","-0.14","-3.50","41.40","2.02","62.54","95.68","0.34","7.88","0.31","19.21","-5.80","172.5"
"56.460","5877.00","1.92","-0.17","-3.53","42.10","1.93","12.39","20.28","0.35","7.66","-0.12","19.50","-5.90","171.6"
"56.480","5849.00","1.83","-0.22","-3.56","41.10","1.84","-47.79","-8.32","0.31","6.50","-0.47","19.84","-5.40","171.6"
"56.500","5912.00","1.71","-0.24","-3.65","40.00","1.73","19.47","-36.40","0.34","6.31","-0.99","20.07","-4.47","171.4"
"56.520","6002.00","1.80","-0.18","-3.76","39.70","1.81","9.44","-18.72","0.35","6.22","-1.24","19.92","-4.26","171.2"
"56.540","5973.00","1.81","-0.17","-3.80","40.30","1.82","0.59","-124.80","0.39","6.04","-1.43","17.19","-4.59","170.9"
"56.560","5957.00","1.86","-0.12","-3.80","41.90","1.86","-10.62","-14.56","0.38","6.11","-1.18","15.82","-5.68","170.5"
"56.580","5912.00","1.97","-0.14","-3.71","43.60","1.97","-21.24","-75.92","0.39","6.13","-0.80","14.32","-5.72","171.4"
"56.600","5858.00","2.07","-0.08","-3.64","45.50","2.07","-84.96","15.08","0.31","6.36","0.87","14.99","-5.34","171.0"
"56.620","5922.00","1.99","-0.11","-3.64","47.80","1.99","135.11","63.96","0.41","7.02","-0.76","17.22","-4.34","171.2"
"56.640","5956.00","1.87","-0.08","-3.70","47.50","1.87","40.71","84.24","0.41","7.06","-1.41","19.18","-4.00","170.7"
"56.660","5931.00","1.70","-0.08","-3.70","46.20","1.70","16.52","-14.56","0.43","7.15","-1.60","21.39","-1.51","170.1"
"56.680","6014.00","1.57","0.00","-3.76","46.90","1.57","15.93","-10.92","0.45","7.36","-1.66","21.89","-0.80","169.9"
"56.700","6072.00","1.59","0.01","-3.76","48.30","1.59","-48.97","-2.60","0.41","6.53","-1.66","21.09","-1.55","169.7"
"56.720","6021.00","1.65","0.06","-4.08","49.10","1.65","-43.66","-214.24","0.46","5.53","-1.92","15.70","-2.82","168.6"
"56.740","5983.00","1.89","0.07","-4.17","48.80","1.89","-30.68","-124.28","0.49","4.78","-2.15","13.50","-2.63","169.0"
"56.760","5955.00","2.08","0.05","-4.00","48.70","2.08","-53.69","-61.88","0.46","4.54","-1.48","12.86","-2.08","169.5"
"56.780","5932.00","2.24","0.06","-3.85","51.20","2.24","69.62","0.52","0.55","6.17","-1.03","13.28","-1.67","169.9"
"56.800","5951.00","2.21","0.05","-3.82","57.60","2.21","123.31","224.64","0.55","7.95","-1.34","18.20","-1.07","169.9"
"56.820","5956.00","2.15","0.11","-3.73","64.70","2.15","146.91","200.72","0.58","10.02","-1.76","22.39","-0.74","169.5"
"56.840","5938.00","2.05","0.08","-3.71","68.80","2.05","9.44","132.60","0.53","10.18","-1.76","25.92","0.24","170.1"
"56.860","5924.00","2.04","0.10","-3.88","72.10","2.04","-23.60","-62.40","0.53","9.78","-1.76","25.94","1.46","169.7"
"56.880","5935.00","1.99","0.12","-3.95","76.20","1.99","-80.83","-59.28","0.49","8.41","-1.76","25.91","2.57","170.1"
"56.900","5927.00","1.96","0.15","-3.88","82.20","1.97","-30.09","-213.20","0.57","7.99","-1.67","23.94","4.70","170.5"
"56.920","5953.00","1.99","0.17","-3.80","92.30","2.00","-77.88","-52.52","0.52","7.16","-1.18","23.27","5.04","172.0"
"56.940","5989.00","1.97","0.26","-3.77","100.80","1.99","11.80","6.24","0.53","7.48","-1.06","22.49","4.14","172.7"
"56.960","5991.00","1.97","0.22","-3.74","100.60","1.98","84.96","51.48","0.59","9.09","-0.89","22.55","3.21","172.7"
"56.980","5975.00","1.94","0.35","-3.76","100.40","1.97","14.16","57.20","0.57","9.28","-0.94","22.58","2.14","172.9"
"57.000","5954.00","1.89","0.27","-3.83","100.50","1.91","-92.04","-5.20","0.48","7.62","-1.04","22.58","2.24","172.3"
"57.020","5957.00","1.92","0.31","-3.94","100.30","1.94","31.27","-47.84","0.54","8.01","-1.18","22.22","2.80","172.3"
"57.040","5968.00","1.98","0.30","-4.01","100.30","2.00","-53.10","-36.92","0.50","7.09","-1.20","21.83","3.12","171.8"
"57.060","5978.00","2.04","0.30","-4.03","100.50","2.06","-32.45","-16.64","0.48","6.50","-1.24","21.78","3.39","172.5"
"57.080","5983.00","2.10","0.32","-4.01","100.60","2.12","-17.70","-17.16","0.47","6.20","-1.24","21.75","3.69","172.9"
"57.100","5991.00","2.17","0.30","-4.01","100.80","2.19","14.75","9.88","0.48","6.45","-1.24","22.01","3.76","172.7"
"57.120","5994.00","2.21","0.29","-3.98","100.90","2.23","14.16","19.76","0.48","6.71","-1.22","22.42","3.79","173.4"
"57.140","6008.00","2.25","0.26","-3.97","100.90","2.26","35.99","8.84","0.52","7.36","-1.18","22.58","3.78","173.4"
"57.160","6013.00","2.16","0.25","-3.97","100.90","2.17","16.52","-8.32","0.54","7.78","-1.04","22.40","3.76","173.1"
"57.180","6017.00","2.15","0.19","-3.97","100.90","2.16","-15.34","-10.92","0.53","7.57","-0.99","22.33","3.90","174.5"
"57.200","6031.00","2.17","0.12","-3.95","100.90","2.17","-0.59","-3.64","0.53","7.58","-0.97","22.39","4.03","173.6"
"57.220","6039.00","2.13","0.15","-3.95","100.90","2.14","4.72","-1.56","0.53","7.62","-1.01","22.45","4.12","174.7"
"57.240","6050.00","2.14","0.16","-3.94","101.10","2.15","-11.21","22.36","0.51","7.43","-1.01","22.82","4.06","173.8"
"57.260","6050.00","2.18","0.24","-3.92","101.00","2.19","35.99","4.68","0.54","7.95","-1.10","23.02","4.17","174.9"
"57.280","6056.00","2.15","0.25","-3.91","101.10","2.16","8.26","11.44","0.55","8.09","-1.10","23.32","4.25","175.2"
"57.300","6060.00","2.16","0.31","-3.86","101.00","2.18","-8.26","-12.48","0.55","7.95","-1.10","23.36","4.53","175.2"
"57.320","6071.00","2.14","0.29","-3.82","101.10","2.16","-30.09","-6.24","0.52","7.44","-1.10","23.41","4.70","175.2"
"57.340","6081.00","2.03","0.25","-3.74","101.10","2.05","6.49","-4.68","0.53","7.57","-1.08","23.33","4.71","175.4"
"57.360","6101.00","2.03","0.25","-3.61","101.20","2.05","33.04","-2.60","0.56","8.13","-1.08","23.30","4.73","174.9"
"57.380","6101.00","2.00","0.20","-3.53","101.10","2.01","-18.88","10.40","0.54","7.81","-1.08","23.09","4.32","174.7"
"57.400","6103.00","1.92","0.24","-3.43","101.10","1.93","-43.66","-14.04","0.50","7.02","-1.13","22.84","4.34","174.9"
"57.420","6103.00","1.95","0.28","-3.34","101.00","1.97","-7.67","-6.76","0.50","6.92","-1.10","22.60","4.23","175.4"
"57.440","6113.00","2.01","0.27","-3.21","101.00","2.03","32.45","-10.92","0.54","7.46","-1.11","22.48","4.32","174.9"
"57.460","6127.00","2.03","0.32","-3.11","101.10","2.06","-34.81","-4.16","0.50","6.88","-1.10","22.27","4.19","175.4"
"57.480","6123.00","2.08","0.29","-2.87","101.00","2.10","-5.90","-19.24","0.50","6.80","-1.08","21.96","4.25","175.8"
"57.500","6132.00","2.10","0.32","-2.69","101.10","2.12","30.68","23.92","0.52","7.44","-0.96","22.22","4.05","176.5"
"57.520","6129.00","2.06","0.24","-2.40","101.10","2.07","70.21","22.88","0.58","8.69","-0.90","22.33","3.72","176.7"
"57.540","6138.00","2.00","0.20","-2.32","101.10","2.01","-30.68","10.92","0.55","8.22","-0.85","22.60","3.78","177.2"
"57.560","6124.00","1.96","0.22","-2.28","101.00","1.97","13.57","2.60","0.56","8.34","-0.96","23.12","4.25","177.7"
"57.580","6127.00","1.92","0.24","-2.28","101.00","1.93","-57.23","2.08","0.50","7.25","-1.08","23.44","4.53","177.4"
"57.600","6142.00","1.93","0.27","-2.29","100.80","1.95","-0.59","-14.04","0.51","7.01","-1.31","23.79","5.15","177.2"
"57.620","6159.00","1.98","0.33","-2.25","100.80","2.01","17.70","-13.52","0.53","7.30","-1.32","23.60","5.22","177.0"
"57.640","6164.00","2.00","0.36","-2.25","100.90","2.03","14.75","-46.28","0.58","7.55","-1.32","22.64","5.15","177.7"
"57.660","6158.00","2.02","0.36","-2.17","100.90","2.05","-35.99","-3.64","0.54","7.30","-0.96","22.34","4.92","178.1"
"57.680","6168.00","2.00","0.33","-2.14","101.10","2.03","5.31","-8.84","0.55","7.60","-0.75","21.90","4.65","179.3"
"57.700","6171.00","1.93","0.36","-2.19","101.10","1.96","10.03","-0.52","0.56","8.25","-0.27","21.95","4.71","179.3"
"57.720","6167.00","1.83","0.36","-2.28","101.00","1.87","43.66","14.04","0.60","8.99","-0.27","22.22","4.71","179.8"
"57.740","6156.00","1.71","0.33","-2.61","100.90","1.74","-64.31","32.24","0.51","7.88","-0.29","23.38","5.25","179.5"
"57.760","6169.00","1.66","0.33","-2.82","100.70","1.69","15.93","45.76","0.50","7.57","-0.87","24.60","5.59","179.1"
"57.780","6185.00","1.59","0.31","-2.94","100.60","1.62","22.42","-0.00","0.53","7.78","-1.04","25.02","6.01","178.8"
"57.800","6208.00","1.62","0.32","-3.02","100.70","1.65","-48.38","-12.48","0.48","6.78","-1.22","24.76","5.99","179.1"
"57.820","6217.00","1.65","0.25","-2.99","100.80","1.67","-11.21","-119.60","0.54","6.66","-1.15","21.30","4.83","179.5"
"57.840","6224.00","1.73","0.30","-2.96","100.80","1.76","-50.15","-36.40","0.50","6.04","-0.92","19.86","4.09","180.2"
"57.860","6220.00","1.77","0.29","-2.85","100.90","1.79","-5.90","-51.48","0.53","6.18","-0.68","17.94","3.16","180.7"
"57.880","6230.00","1.80","0.38","-2.63","100.90","1.84","4.13","10.92","0.52","6.45","-0.48","18.00","3.01","181.0"
"57.900","6243.00","1.78","0.35","-2.54","101.00","1.81","7.67","32.76","0.51","6.59","-0.47","18.62","3.00","181.2"
"57.920","6242.00","1.77","0.37","-2.43","100.80","1.81","17.11","27.56","0.52","6.73","-0.62","19.27","3.12","181.2"
"57.940","6229.00","1.72","0.25","-2.40","100.70","1.74","-0.00","30.68","0.50","6.66","-0.69","20.07","3.33","181.2"
"57.960","6244.00","1.69","0.29","-2.35","100.60","1.71","-0.59","17.68","0.49","6.45","-0.89","20.96","3.88","181.7"
"57.980","6265.00","1.69","0.22","-2.28","100.70","1.70","10.03","2.08","0.50","6.64","-0.87","21.18","4.06","181.7"
"58.000","6278.00","1.65","0.29","-2.22","100.90","1.68","-9.44","-9.36","0.49","6.55","-0.80","21.20","4.26","182.4"
"58.020","6289.00","1.59","0.29","-2.23","100.90","1.62","-11.21","6.24","0.48","6.48","-0.68","20.91","3.85","182.2"
"58.040","6261.00","1.53","0.35","-2.25","100.80","1.57","-0.59","-18.72","0.49","6.39","-0.76","20.70","4.00","182.9"
"58.060","6280.00","1.52","0.32","-2.25","100.80","1.55","17.70","0.52","0.51","6.55","-0.90","20.83","4.12","182.2"
"58.080","6302.00","1.52","0.35","-2.26","100.70","1.56","14.75","-5.20","0.53","6.57","-1.13","20.83","4.22","182.7"
"58.100","6309.00","1.57","0.31","-2.19","100.60","1.60","-56.64","14.04","0.45","5.66","-1.08","20.73","3.85","182.4"
"58.120","6309.00","1.62","0.35","-2.14","100.60","1.66","-21.83","-64.48","0.46","5.36","-1.01","19.22","3.58","183.7"
"58.140","6318.00","1.74","0.29","-1.99","100.70","1.76","-34.81","18.72","0.41","5.24","-0.54","19.03","3.03","183.9"
"58.160","6312.00","1.74","0.28","-1.98","100.80","1.76","34.22","3.12","0.45","5.89","-0.47","18.94","2.88","184.7"
"58.180","6310.00","1.69","0.28","-1.92","100.80","1.71","7.67","1.04","0.46","6.18","-0.31","19.30","3.22","183.7"
"58.200","6324.00","1.60","0.27","-1.87","100.70","1.62","30.09","4.16","0.49","6.69","-0.31","19.62","3.46","184.4"
"58.220","6325.00","1.48","0.25","-1.86","100.70","1.50","-22.42","22.88","0.45","6.31","-0.31","20.53","3.93","183.7"
"58.240","6333.00","1.35","0.29","-1.81","100.70","1.38","9.44","-4.68","0.47","6.31","-0.47","20.73","4.22","184.7"
"58.260","6341.00","1.31","0.29","-1.81","100.60","1.34","-10.62","4.16","0.45","6.17","-0.43","21.20","4.61","184.2"
"58.280","6347.00","1.28","0.30","-1.83","100.60","1.31","1.18","-38.48","0.47","6.24","-0.38","20.64","4.79","184.9"
"58.300","6357.00","1.27","0.35","-1.75","100.60","1.32","-46.61","-46.80","0.44","5.50","-0.33","19.66","4.71","184.7"
"58.320","6379.00","1.29","0.37","-1.69","100.50","1.34","-28.32","-0.00","0.41","5.22","-0.13","19.75","4.80","185.7"
"58.340","6376.00","1.41","0.35","-1.63","100.60","1.45","19.47","-45.76","0.46","5.78","0.10","18.92","4.85","185.7"
"58.360","6364.00","1.35","0.42","-1.54","100.70","1.41","50.15","-7.28","0.53","6.80","0.27","19.06","5.13","186.9"
"58.380","6362.00","1.21","0.35","-1.52","100.70","1.26","70.80","-3.12","0.63","8.09","0.36","19.47","5.60","186.2"
"58.400","6377.00","1.19","0.37","-1.54","100.70","1.25","-7.08","-71.24","0.69","7.92","0.31","20.04","7.54","186.2"
"58.420","6378.00","1.12","0.37","-1.68","100.60","1.18","-67.26","-30.16","0.62","6.62","0.15","21.12","9.20","186.2"
"58.440","6389.00","0.95","0.44","-1.72","100.70","1.05","-54.28","39.00","0.50","5.52","-0.03","22.82","10.15","185.9"
"58.460","6418.00","0.92","0.39","-1.63","100.50","1.00","-79.06","-26.52","0.39","4.27","0.06","22.31","10.15","186.2"
"58.480","6477.00","0.86","0.38","-1.55","100.50","0.94","-31.86","-95.16","0.40","3.91","0.24","18.10","7.77","186.9"
"58.500","6478.00","0.81","0.38","-1.37","100.50","0.89","2.95","-37.96","0.44","4.59","0.87","15.58","5.98","187.5"
"58.520","6485.00","0.94","0.40","-1.22","100.70","1.02","23.01","-9.88","0.50","5.90","1.79","13.23","3.82","187.5"
"58.540","6461.00","0.76","0.40","-1.04","101.00","0.86","-29.50","-21.32","0.46","6.25","2.64","12.60","3.60","189.0"
"58.560","6396.00","0.48","0.37","-0.98","101.00","0.61","17.70","26.00","0.47","6.53","2.62","13.64","4.14","188.8"
"58.580","6438.00","0.53","0.32","-0.95","100.70","0.62","6.49","195.52","0.34","6.27","2.25","20.35","7.09","188.8"
"58.600","6480.00","0.56","0.32","-0.97","100.50","0.64","36.58","-87.88","0.46","6.31","1.67","20.65","9.08","189.8"
"58.620","6458.00","0.42","0.29","-1.00","100.70","0.51","18.29","-55.12","0.53","6.17","1.22","20.91","10.40","189.8"
"58.640","6457.00","0.58","0.33","-0.95","100.70","0.67","-22.42","10.92","0.48","5.82","1.25","21.47","10.75","190.4"
"58.660","6501.00","0.72","0.37","-0.92","100.60","0.81","15.34","-53.56","0.57","6.15","1.32","20.80","11.11","191.2"
"58.680","6510.00","0.76","0.39","-0.88","100.60","0.85","15.93","-67.08","0.69","6.67","1.57","19.65","11.25","191.4"
"58.700","6506.00","0.63","0.45","-0.86","100.70","0.77","-0.59","-86.84","0.86","6.88","1.79","18.28","11.55","191.2"
"58.720","6509.00","0.58","0.44","-0.88","100.70","0.73","-40.71","-20.80","0.79","6.48","2.08","17.88","11.55","190.4"
"58.740","6499.00","0.52","0.44","-0.89","100.70","0.68","-31.86","19.76","0.65","5.83","1.97","18.29","11.58","191.4"
"58.760","6521.00","0.56","0.44","-0.83","100.50","0.71","-71.39","5.20","0.44","4.59","1.94","18.73","11.92","191.2"
"58.780","6545.00","0.56","0.39","-0.80","100.40","0.68","23.01","-15.08","0.53","4.89","1.85","18.50","11.98","192.0"
"58.800","6541.00","0.48","0.32","-0.72","100.30","0.58","27.73","-77.48","0.79","5.43","1.92","16.80","11.77","191.2"
"58.820","6526.00","0.51","0.33","-0.72","100.20","0.61","-11.21","-18.20","0.80","5.41","2.09","16.59","11.91","191.4"
"58.840","6532.00","0.46","0.33","-0.66","100.30","0.57","-9.44","43.16","0.65","5.50","2.34","17.91","12.40","191.4"
"58.860","6546.00","0.45","0.23","-0.62","100.20","0.51","77.29","-4.68","0.94","6.97","2.50","18.56","13.14","192.0"
"58.880","6560.00","0.43","0.29","-0.59","100.30","0.52","-37.76","-20.28","0.86","6.69","2.86","19.00","13.97","192.0"
"58.900","6554.00","0.47","0.23","-0.57","100.20","0.52","-25.96","-57.20","0.98","6.24","2.85","18.34","14.41","192.8"
"58.920","6570.00","0.39","0.22","-0.53","100.20","0.45","-9.44","60.32","0.72","6.18","2.95","19.75","14.66","193.1"
"58.940","6597.00","0.47","0.25","-0.51","100.20","0.53","-44.84","-55.12","0.70","5.60","3.13","18.65","14.62","193.9"
"58.960","6591.00","0.32","0.31","-0.48","100.10","0.45","-21.24","-0.52","0.60","5.36","3.25","18.49","14.47","193.9"
"58.980","6603.00","0.22","0.39","-0.45","100.20","0.45","-11.80","20.28","0.49","5.46","3.55","18.35","13.94","194.7"
"59.000","6613.00","0.24","0.36","-0.44","100.00","0.43","34.22","-15.60","0.69","6.18","3.69","17.85","13.74","195.3"
"59.020","6608.00","0.16","0.37","-0.45","100.10","0.40","-4.13","-44.72","0.84","6.27","3.85","17.24","13.99","194.4"
"59.040","6587.00","0.16","0.30","-0.39","100.10","0.34","-59.59","-3.64","0.50","5.24","3.83","17.45","14.27","194.7"
"59.060","6601.00","0.20","0.35","-0.38","100.00","0.40","-2.95","135.20","0.27","5.17","3.81","20.82","15.04","194.7"
"59.080","6638.00","0.13","0.27","-0.38","100.00","0.30","-2.36","-22.88","0.28","5.18","3.86","20.80","15.46","194.7"
"59.100","6638.00","0.20","0.35","-0.36","100.10","0.40","-4.13","-153.92","0.60","5.20","3.95","18.35","15.97","193.9"
"59.120","6610.00","0.14","0.30","-0.35","100.10","0.33","12.39","37.44","0.53","5.45","3.99","19.34","16.24","195.0"
"59.140","6632.00","0.12","0.35","-0.35","100.30","0.37","-0.00","20.28","0.47","5.45","3.99","20.19","16.70","194.4"
"59.160","6663.00","0.07","0.32","-0.30","100.20","0.33","-52.51","16.12","0.17","4.64","4.07","20.28","16.48","195.0"
"59.180","6676.00","0.12","0.33","-0.27","100.20","0.35","-20.65","-40.56","0.08","4.43","4.21","19.19","16.17","195.8"
"59.200","6681.00","0.04","0.31","-0.24","100.30","0.31","-7.67","-13.52","0.04","4.69","4.60","17.78","15.02","196.7"
"59.220","6669.00","0.17","0.32","-0.29","100.30","0.36","51.92","-12.48","0.44","5.52","4.55","17.24","14.72","197.3"
"59.240","6674.00","0.10","0.31","-0.30","100.20","0.33","48.97","-16.12","0.92","6.22","4.42","17.64","15.43","197.8"
"59.260","6686.00","0.08","0.29","-0.36","100.20","0.30","-0.00","-28.08","1.22","6.03","4.23","17.88","16.21","197.8"
"59.280","6687.00","0.08","0.31","-0.38","100.20","0.32","-1.18","-45.76","2.56","5.80","4.02","19.07","18.28","197.3"
"59.300","6679.00","0.05","0.28","-0.41","100.10","0.28","-101.48","36.40","0.05","3.68","3.62","20.14","18.65","197.3"
"59.320","6713.00","-0.06","0.31","-0.36","100.10","0.32","-70.21","55.12","-0.50","2.57","3.70","20.34","17.79","196.1"
"59.340","6756.00","0.02","0.29","-0.33","100.10","0.29","63.13","16.12","-0.02","4.12","4.18","18.88","16.02","197.6"
"59.360","6780.00","0.06","0.39","-0.33","100.20","0.39","-0.00","-28.60","-0.03","4.12","4.18","14.14","11.83","197.3"
"59.380","6742.00","0.07","0.33","-0.33","100.30","0.34","20.65","-30.16","0.19","5.22","4.93","12.72","10.99","198.1"
"59.400","6720.00","0.11","0.38","-0.33","100.20","0.40","5.90","40.56","0.18","5.46","5.07","13.65","11.14","198.4"
"59.420","6743.00","0.10","0.38","-0.33","100.20","0.39","-29.50","3.64","-0.05","4.75","4.86","15.48","12.90","199.0"
"59.440","6761.00","0.04","0.28","-0.33","100.20","0.28","25.37","-8.32","0.15","4.85","4.53","16.77","14.35","199.3"
"59.460","6751.00","0.06","0.23","-0.33","100.10","0.24","7.08","2.60","0.20","4.71","4.27","18.44","15.97","199.6"
"59.480","6758.00","0.03","0.16","-0.32","100.00","0.16","-30.68","7.80","-0.03","4.29","4.37","18.86","16.24","200.2"
"59.500","6780.00","-0.02","0.15","-0.29","100.00","0.15","-23.60","-4.68","-0.22","4.01","4.49","18.56","16.03","200.5"
"59.520","6797.00","0.02","0.15","-0.29","100.00","0.15","41.30","10.92","0.09","5.08","4.86","18.25","15.51","199.9"
"59.540","6801.00","0.03","0.25","-0.26","100.20","0.25","-0.00","-28.08","0.11","5.08","4.86","17.19","14.99","199.6"
"59.560","6765.00","0.05","0.30","-0.27","100.20","0.30","-24.78","7.80","-0.10","5.03","5.23","17.54","15.19","200.2"
"59.580","6391.00","0.09","0.39","-0.29","100.30","0.40","-11.80","-6.24","-0.20","4.83","5.23","18.38","16.15","199.9"
"59.600","6393.00","0.06","0.32","-0.26","100.50","0.33","-7.08","8.84","-0.25","4.43","4.95","18.97","16.57","200.8"
"59.620","6362.00","0.02","0.30","-0.27","100.50","0.30","31.86","-4.68","0.01","4.97","4.95","19.34","17.03","200.8"
"59.640","5587.00","-0.03","0.24","-0.27","100.60","0.24","35.40","2.08","0.30","5.57","4.95","19.80","17.45","201.1"
"59.660","5728.00","-0.05","0.19","-0.26","100.50","0.20","32.45","-4.16","0.58","6.31","5.14","19.69","17.42","201.7"
"59.680","6239.00","-0.03","0.22","-0.29","100.50","0.22","-0.00","-5.72","0.61","6.50","5.33","18.98","16.82","200.8"
"59.700","5807.00","0.01","0.22","-0.29","100.70","0.22","-61.36","-8.84","0.07","5.53","5.40","18.52","16.53","200.8"
"59.720","5650.00","0.08","0.27","-0.26","100.50","0.28","4.13","3.64","0.11","5.53","5.33","18.41","16.35","200.2"
"59.740","5984.00","0.10","0.27","-0.27","100.40","0.29","4.13","-5.72","0.16","5.38","5.11","18.43","16.48","200.5"
"59.760","5931.00","0.10","0.22","-0.26","100.40","0.24","2.36","8.84","0.17","5.10","4.79","18.77","16.65","200.5"
"59.780","5769.00","0.10","0.27","-0.26","100.30","0.29","1.77","-1.56","0.18","4.99","4.65","18.83","16.74","201.7"
"59.800","5881.00","0.08","0.22","-0.27","100.20","0.23","-24.19","17.68","-0.03","4.69","4.76","19.06","16.63","202.6"
"59.820","5940.00","0.02","0.20","-0.27","100.30","0.20","-7.08","-9.88","-0.10","4.76","4.95","19.15","16.91","202.9"
"59.840","5866.00","0.04","0.24","-0.29","100.40","0.24","11.80","8.32","0.00","5.03","5.02","19.40","17.00","203.2"
"59.860","5870.00","0.01","0.24","-0.27","100.50","0.24","2.36","-6.24","0.02","5.10","5.05","19.53","17.25","202.6"
"59.880","5933.00","0.01","0.27","-0.29","100.50","0.27","-0.59","10.92","0.02","4.90","4.86","19.74","17.25","202.3"
"59.900","5914.00","0.00","0.29","-0.27","100.30","0.29","14.75","-5.20","0.14","5.15","4.86","19.75","17.36","201.7"
"59.920","5901.00","0.06","0.26","-0.29","100.30","0.27","-9.44","3.64","0.06","5.03","4.90","19.71","17.25","202.9"
"59.940","5929.00","0.09","0.24","-0.27","100.30","0.26","-4.13","-1.04","0.03","5.03","4.97","19.36","16.92","203.2"
"59.960","5939.00","0.13","0.25","-0.29","100.30","0.28","-8.26","-1.04","-0.04","4.89","4.97","19.31","16.89","204.4"
"59.980","5913.00","0.09","0.29","-0.27","100.30","0.30","5.31","-9.88","0.01","4.99","4.98","19.36","17.13","205.0"
"60.000","5938.00","0.11","0.33","-0.29","100.30","0.35","-8.85","0.52","-0.07","4.83","4.97","19.40","17.16","204.4"
"60.020","5953.00","0.12","0.38","-0.30","100.30","0.40","15.93","3.64","0.06","4.99","4.86","19.65","17.34","204.7"
"60.040","5943.00","0.08","0.35","-0.29","100.40","0.36","-4.72","-5.20","0.03","4.89","4.84","19.69","17.48","203.5"
"60.060","5945.00","0.06","0.32","-0.29","100.30","0.33","4.72","-4.68","0.07","4.97","4.84","19.81","17.69","203.8"
"60.080","5963.00","0.06","0.19","-0.29","100.30","0.20","6.49","10.40","0.12","5.15","4.91","19.86","17.54","204.1"
"60.100","5967.00","0.04","0.23","-0.29","100.30","0.23","-5.31","-0.00","0.07","5.10","4.95","19.83","17.51","205.0"
"60.120","5966.00","0.00","0.24","-0.29","100.20","0.24","1.18","-5.72","0.09","5.17","5.00","19.57","17.36","205.6"
"60.140","5979.00","-0.01","0.29","-0.29","100.30","0.29","-0.59","3.12","0.08","5.13","4.97","19.60","17.33","206.3"
"60.160","5975.00","0.02","0.39","-0.30","100.30","0.39","5.31","3.64","0.12","5.25","5.00","19.80","17.46","206.3"
"60.180","5991.00","0.07","0.33","-0.29","100.30","0.34","-7.08","9.88","0.06","5.17","5.04","19.93","17.40","205.0"
"60.200","5991.00","0.08","0.30","-0.29","100.30","0.31","-0.00","-7.28","0.06","5.17","5.04","20.11","17.72","205.3"
"60.220","5989.00","0.04","0.19","-0.29","100.40","0.19","-9.44","5.72","-0.01","4.94","4.97","20.31","17.81","205.3"
